id,title,desc,by
c01546,Unity & C# - Build A Complete 2D Mobile Platformer Game,Learn How to Develop a Complete 2D Mobile Platformer Game in Unity C# From Start to Launch in Google Play Store,AbleAppsDev .
c01547,The Ultimate MySQL Crash Course 2023,Learn MySQL in No Time,Web Coding
c01548,"AWS & Typescript Masterclass - CDK V2, Serverless, React","Code with AWS and Typescript by creating serverless projects with CDK V2, CloudFormation, Cognito, Lambda and Amplify!",Alex Horea
c01549,MERN Stack E-Commerce Mobile App with React Native [2023],"Build E-Shop Mobile App with Admin Panel and Authentication using React Native, Expo, Redux, Context API and much more",Tiago Pereira
c01550,"Build Realtime Apps | React Js, Golang & RethinkDB","A practical guide that teaches you ReactJs, Golang & RethinkDB. Optimally paced, no-nonsense. You'll learn quickly!",James Moore
c01551,jQuery for Beginners - Create Website Animations Easily,jQuery for Beginners : Learn this Javascript Framework to add animations easily and fast to any website.,Edwin Diaz
c01552,Learn To Create WordPress Themes By Building 10 Projects,Master the craft of WordPress theme development by creating project based themes,Eduonix Learning Solutions
c01553,HTML5 & CSS3 Complete Course: Build Websites like a Pro,Learn how to build websites from scratch with HTML and CSS in a course designed to take you from beginner to expert,Meta Brains
c01554,Introduction to Microservices,A beginners guide to understand Microservices.,EdYoda Digital University
c01555,Master Apache Spark - Hands On!,Learn how to slice and dice data using the next generation big data platform - Apache Spark!,Job Ready Programmer
c01556,Mastering SmartBear TestComplete,This course is for testers looking to master the testing techniques in TestComplete,Lino Tadros
c01557,Test-Driven Development Masterclass with Angular,Learn the basic and advanced test-driven development techniques by building an Angular application.,Irek Mirgaleev
c01558,The Complete Kotlin Developer Course,Use Kotlin instead of Java. Kotlin is a new language that makes programming for Android or Javascript a dream.,Codestars • over 2 million students worldwide!
c01559,SoftwareAG webMethods Integration (OnPremise) for Beginners,Do It Yourself -webMethods v10.x - 60+ lectures/demo | 10 hours of Tutorials | Fundamentals | ESB | Integration Concepts,Arul ChristhuRaj Alphonse
c01560,React styled components / styled-components [V5 EDITION],Ditch CSS stylesheets! Learn CSS in JS to quickly and cleanly style React components with the styled components library,Tom Phillips
c01561,Salesforce Apex: The Complete Introduction for Beginners,Learn Salesforce development with Apex and start your career as a Salesforce Developer.,Todd Boyd
c01562,Perl Programming for Beginners,Perl application,Stone River eLearning
c01563,Python for Data Analysis & Visualization,"Master the main data analysis and visualization libraries in Python: Numpy, Pandas, Matplotlib, Seaborn, Plotly + more",Malvik Vaghadia
c01564,Clean architecture & SOLID principles for Android in Kotlin,Learn to implement Clean architecture in Android using SOLID principles and MVVM 2022,Catalin Stefan
c01565,"Coding for Entrepreneurs: Learn Python, Django, and More.","A Programming Class for Non-Technical Founder(s). Learn Django- the #1 Python Frameworks, APIs, HTML, CSS,  + Payments.",Justin Mitchel
c01566,Mastering SQL Server Reporting Services (SSRS) From Scratch,Learn How to Create Reports using SSRS 2017 From Scratch Step By Step,Kameswara Sarma Uppuluri
c01567,Salesforce Lightning Framework,Learn about Salesforce lightning framework through a real-time project.,Deepika Khanna
c01568,Oracle Database Administrator DBA,"Oracle Database Administration DBA become Oracle Database Administrator, Oracle DBA and get six figures jobs as DBA",Oak Academy
c01569,Bootstrap 4 Beginners: Code a Responsive Landing Page,"Learn how to code a fully responsive professional landing page in bootstrap 4, from scratch, using HTML & CSS",Andy Clarke
c01570,Mastering AWS CloudFormation Templates Using JSON,"Master the techniques of developing Cloud Formation templates using JSON, With advanced Concepts And Examples",Hari Kammana
c01571,The Complete RxJava 3 For Android Development Masterclass,"Architect Android Apps With Rx Java 3 , MVVM,  Room DB,  Retrofit 2 & Dagger 2. Advanced Android Architecture mastery",Anushka Madusanka
c01572,Mastering ASP.NET MVC 5 From Scratch Using C#,Learn How to build Web Application using ASP.NET MVC 5 Step By Step,Kameswara Sarma Uppuluri
c01573,Step by Step Rest API Testing using Python + Pytest +Allure,Best for newbies | Rest API Testing | Python for Automation | Json Validations | PyTest Implementation,Testing World Infotech
c01574,Complete FrontEnd Web Development and Design HTML CSS JS,Complete guide to learning how to program online HTML CSS HTML5 CSS3 JavaScript jQuery,Laurence Svekis
c01575,Selenium IDE - Basic of Test Automation,Learn all about test automation in Selenium IDE + element locating strategies used in WebDriver Selenium.,Hubert Arciszewski
c01576,Deep Learning :Adv. Computer Vision (object detection+more!),"Transfer Learning, TensorFlow Object detection, Classification, Yolo object detection, real time projects much more..!!",Jay Bhatt
c01577,CS101 Bootcamp: Introduction to Computer Science & Software,A Computer Science & software programming / coding bootcamp for absolute beginners. No coding background necessary.,Samuel Spencer
c01578,*UPDATED* DOM 2023 Build Dynamic Websites JavaScript Part 1,Understand DOM (Document Object Model). Crucial for front end web development. Novice to Pro in easy steps.Course 1 of 2,Clyde Matthew
c01579,How to design & develop REST microservices in Golang (Go),"All you need to integrate SQL & NoSQL databases, search engines and all the tools that you need in your REST API.",Federico León
c01580,AngularJS For .Net Developers From Scratch,Specially designed course for Asp.Net (MVC or Web APIs)  developers who want to learn AngularJS,Manzoor Ahmed
c01581,Mastering Thymeleaf with Spring Boot,Become an expert using Thymeleaf Templates with Spring Boot,"John Thompson • 500,000+ Enrollments Worldwide"
c01582,Learn by Example : HBase - The Hadoop Database,25 solved examples to get you up to speed with HBase,Loony Corn
c01583,Practical AI with Python and Reinforcement Learning,Learn how to use Reinforcement Learning techniques to create practical Artificial Intelligence programs!,Jose Portilla
c01584,JavaScript Game Development: Create Your Own Breakout Game,Take your JavaScript learning experience to the next level and start building interactive games.,Komar Academy
c01585,Elementor Mastery - Build Amazing Websites With Elementor,Master how to use the Elementor plugin to build amazing pages and implement great design on your WordPress website,Alexander Oni
c01586,The Art of Doing: Code 40 Challenging Python Programs Today!,Computer Science Through Python Application.  Learn by doing.,Michael Eramo
c01587,C# Console and Windows Forms Development w/ Entity Framework,C# | .NET Core | Console Programming | Windows Forms | Data-driven development | OOP | GitHub | SQL | Entity Framework,Trevoir Williams
c01588,Become RPA Master in Microsoft Power Automate Desktop,This Course is designed with 31+ hours &amp; 4 live Projects to learn MS Power Automate Desktop to Automate repetitive Tasks,Learning Technologies
c01589,React & TypeScript Chrome Extension Development [2023],"Learn Google Chrome Extension development using modern web frameworks. JavaScript, React, TypeScript, Webpack and more!",Jason Xian
c01590,Beginning Test Driven Development in C++,Learning the discipline of Test Driven Development (also known as TDD) Using the C++ Programming Language,Richard Wells
c01591,Python Developer | Complete course 2023,"Learn programming by starting from zero, and create powerful projects with Python : Web, Mobile, Games, Desktop",Jonathan Roux | CodeWithJonathan | Python - Django - iOS - Android - Kivy
c01592,Visual Studio Code for Developers 2024: Beginner to Advanced,"Learn Visual Studio Code, Extensions, Shortcuts, Version Control, Debugging, Jupyter Notebooks, Markdown, and More.",Estefania Cassingena Navone
c01593,"Install NGINX, PHP, MySQL, SSL & WordPress on Ubuntu","Learn to Install & Configure NGINX on Ubuntu 18.04. Includes MySQL, PHP, PhpMyAdmin, WordPress & SSL Integration.",YouAccel Training
c01594,Python : Comprehensive Bootcamp  (Beginner To Professional),Learn Python from scratch to confidently building applications.,Bluelime Learning Solutions
c01595,Kotlin Android Development Masterclass,"Learn Kotlin, Android Development, Android Studio & IntelliJ IDEA from Scratch. Build Android Apps using Kotlin",Fahd Sheraz
c01596,SQL Tutorial For Tester,Course on SQL query for testers and developers,S D Academy
c01597,Flutter - Intermediate,Learn Flutter mobile programming,Bryan Cairns
c01598,Data Structures and Algorithms In C# ( DSA ),Data Structures and Algorithms in C# Using DSA C# Data Structures Algorithms DSA Leetcode C# Data Structures Algorithms,Deepali Srivastava
c01599,Java: Multi-threading and Concurrency Simplified,"Confidently transform single threaded code to multithreaded code, understand concurrent utils and much more..",Sagar Uppuluri
c01600,SQL Beginner to Guru: MySQL Edition - Master SQL with MySQL,SQL skills are in demand. Learn to master SQL using MySQL. Become a SQL Guru today!,"John Thompson • 500,000+ Enrollments Worldwide"
c01601,Next.js by Example,"Develop static and full-stack web applications with Next.js 14, React, and Tailwind CSS.",Mirko Nasato
c01602,Unit testing your Javascript with jasmine,"Learn how to unit test your JavaScript using the jasmine framework, from your first test to continuous integration.",Juan Lizarazo
c01603,Talend Data Integration Course : Beginner to Expert,Complete Guide to Learn Talend For Data Integration,Kapil Chaitanya Kasarapu
c01604,Learn Oracle 12c SQL : Kickstart kit for beginners,Journey from Beginner to Expert,Cheena Sharma
c01605,Python PCAP: Pass Certified Associate in Python Programming,Take your basic Python to the next level and pass the PCAP exam (Associate level),Adrian Wiech
c01606,React and Flux Web Development for Beginners,The comprehensive guide to building professional web apps with Facebook's React & Flux,Mark Wahlbeck
c01607,"Git & GitHub with Eclipse, Android studio & IntelliJ","Git and Github Bootcamp & Integration with popular development tools - Eclipse, Android studio & IntelliJ",Bibhash Roy
c01608,Unity 2D Dungeon Gunner Roguelike Development Course,Build a sophisticated 2D Roguelike Dungeon Shooter game using the Unity game engine and C# in this intermediate course.,Rob Ager
c01609,"Architect Android apps with MVP, Dagger, Retrofit & RxJava",Learn software architecture skills. Build apps with Model-View-Presenter pattern. Make apps more robust and fun.,Rene Gens
c01610,Procedural Terrain Generation with Unity,Programming realistic environments with C# through the algorithmic manipulation of mesh and vegetation data.,Penny de Byl
c01611,"Coding for beginners :( HTML,CSS,JavaScript,Python,C#,Ruby)",Learn to code in Six different languages,Bluelime Learning Solutions
c01612,.NET MAUI course with Visual Studio 2022 creating PROJECTS,"Learn how to create apps for iOS, Android, Windows and MacOS with the help of .NET MAUI, C# and XAML, creating PROJECTS",Héctor Uriel Pérez
c01613,"Introduction to AI, Machine Learning and Data Science","Introductory Course for Beginners to AI, Machine Learning, Data Science, Deep Learning, Supervised and Unsupervised ML",Pradeep D
c01614,"DevOps with AWS CodePipeline, Jenkins and AWS CodeDeploy",Learn DevOps skills with rising demand. Continuous integration and continuous delivery in the AWS cloud,TetraNoodle Team
c01615,EssentialSQL: Stored Procedures Unpacked - Code in TSQL,"Stored Procedures Database Programming, Write TSQL Server Stored Procs for Data Engineering, Data Analysis,  and DBA's",Kris Wenzel
c01616,The Complete C# Programming Course,"Master C# and .NET Framework - learn with code challenges, exercises, and real-life examples!",Codestars • over 2 million students worldwide!
c01617,Microsoft Power BI for Advanced Data Transformations,"Learn how to clean, optimize, and model data tables to develop insightful, actionable insights in Microsoft Power BI",Enterprise DNA
c01618,Ultimate Python Bootcamp For Data Science & Machine Learning,"Learn How To Code Python For Data Science, ML & Data Analysis,  With 100+ Exercises and 4 Real Life Projects !",Pruthviraja L
c01619,Complete C# Unity Developer: Create Games and Learn to Code,"Game development & design taught by using Unity. Learn C# and build your first games for web, mobile and desktop.",Denis Panjuta
c01620,React Node MERN Stack from Scratch building Social Network,Master MERN Stack from Scratch while building awesome Social Network. Covers entire Front/Backend Database & Deployment.,Ryan Dhungel
c01621,Complete guide to AWS Step Functions,Master the art of serverless workflow orchestrate in AWS.,Yan Cui
c01622,Complete FastAPI masterclass from scratch,"Learn everything about FastApi with Python, Full Stack, OAuth2, SQLAlchemy, RESTful APIs, and practice projects",Catalin Stefan
c01623,The Complete MATLAB Mastery - From a Beginner to an Expert,"Learn From Top MATLAB Experts In The Field - MATLAB Basics, High Quality Code, Data Visualization, Loops and much more!",Tod Vachev
c01624,Spring Boot For Beginners,Build enterprise applications faster,Nelson Jamal
c01625,"Learn LangChain, Pinecone & OpenAI: Build Next-Gen LLM Apps","Hands-On Applications with LangChain, Pinecone, and OpenAI. Build Web Apps with Streamlit. Join the AI Revolution Today!",Andrei Dumitrescu
c01626,Projects in PHP and MySQL,Master PHP-MySQL by Building 10 Projects,Eduonix Learning Solutions
c01627,Learn the Art and Science of PCB Design with Eagle,"Learn Circuit Design with the most widely used PCB Design tool in the world, Eagle!",Amit Rana
c01628,AJAX Development,"Create Elegant, Powerful Web and Mobile Applications Using AJAX.",Framework Tech
c01629,Python Foundations for Data Analysis & Business Intelligence,"Master the building blocks of base Python for data analysis & BI, with hands-on demos & unique, real-world projects!",Maven Analytics
c01630,Master RESTful APIs with Spring Boot 2 in 100 Steps,Learn RESTful APIs using Spring Boot 2 with a Hands-on Step by Step Approach by building a User Management Service!,"Kalyan Reddy Daida | DevOps & SRE Architect on AWS, Azure & Google Cloud Platforms"
c01631,Job oriented - Practical Software QA Testing,Your foundation to work as QA in IT!  High paying QA Tester jobs. Manual Software Testing. Best instructor in U.S.,Neil De Odhar
c01632,ASP.NET Core MVC - Up and Running Part 1 (.NET 5),Learn ASP.NET Core 5 with MVC and Entity Framework Core as we build real world Paving Company project with .NET 5,DotNet Mastery
c01633,Technical Product Management: learn on 4 real industry cases,Boost your technicality (as a PM) or tech product skills (as an engineer) to grow in your current role,Vladimir Kalmykov
c01634,Selenium WebDriver - Working With Elements,"Master web element identification, manipulation, and interrogation using Selenium WebDriver",Nikolay Advolodkin
c01635,SQL Server Administration: (SQL Server Integration Services),Learn how to create SSIS packages that allow migration of data from source to destination,Raphael Asghar
c01636,Unity 2D Game Developer Course Farming RPG,Build the core systems for a 2D Farming RPG game using the Unity game engine and C# in this intermediate Unity course.,Rob Ager
c01637,JavaScript Fundamentals: A Course for Absolute Beginners,Learn JavaScript Fundamentals from the Scratch,Learnsector LLP
c01638,The Complete Apache Kafka Practical Guide,"Learn core Apache Kafka features, create Java, Node.js, Python Producers and Consumers - Full Kafka hands-on experience!","Bogdan Stashchuk | Software Engineer, MBA, PhD"
c01639,Complete Web Automation with Excel VBA,"Fill Out Web Forms Dynamically, Navigate Web Pages Intuitively, And Extract & Manipulate Data To Increase Efficiency!",Daniel Strong
c01640,Artificial Intelligence (ARS): Build the Most Powerful AI,"Learn, build and implement the most powerful AI model at home. Compete with multi-billion dollars companies using ARS.",Hadelin de Ponteves
c01641,Software Testing Interview Secrets: Ace Your QA Interviews,"The Ultimate Software Testing Interview Course. Get a job as a software tester, QA, Manual QA, Quality Analyst in 2023",Waqas Mazhar
c01642,PSD to Responsive HTML5: Beginner to Advanced,Learn modern web development and convert a photoshop design to a responsive animated HTML5 and CSS3 website from scratch,Filip Kordanovski
c01643,"Complete Vue.js 3  (Inc. Composition API, Vue Router, Vuex)","(RE-RECORDED April 2021) Vue.js 3 is here! Learn from ""Hello, Vue!"" to building large apps with Vuex and Vue Router.",Lachlan Miller
c01644,JavaScript for Kids: Code Your Own Games and Apps at Any Age,"JavaScript coding course for beginners of all ages, build your own interactive games and apps in JavaScript!",Bryson Payne
c01645,SQL Server Reporting Services Part 2 (SSRS),"SQL Server Reporting Services Part 2 (SSRS): Deployment, Security, Report Builder, Mobile Report Publisher",Raphael Asghar
c01646,Linux Shell Course for Beginners - Lite,"This course is teaches the basics of using the linux shell, and is intended as a first course in using the terminal.",EDUmobile Academy
c01647,Want to be a Big Data Scientist?,"Should you pursue a career in Data Science? Data Science basics, process, team, roles, skills, transition, opportunities","V2 Maestros, LLC"
c01648,Python Bootcamp 2024: Master Python with Real-World Projects,From Beginner to Pro - Hands-On Python 3 Programming course: Learn Python from Zero to Hero with 13 Real World Projects.,Temotec Learning Academy
c01649,Modern Reinforcement Learning: Deep Q Agents (PyTorch & TF2),How to Turn Deep Reinforcement Learning Research Papers Into Agents That Beat Classic Atari Games,Phil Tabor
c01650,Python Programming Beyond The Basics & Intermediate Training,"Learn, Think and Hands-on Python Intermediate concepts and Boost your Python Development Career in short time!",SDE Arts | Octavo
c01651,CDI/CD with TeamCity From Beginner to Advanced,Continuous Integration and Delivery (CI/CD) with TeamCity for Developers and DevOps,Aref K.
c01652,Python Django Web Development: To-Do App,Learn Database Driven Web Development With Django and Python!,John Elder
c01653,The Complete C Developer Course - Build 7 Exciting Projects.,Master the  C Programming language in 2023 by Building exciting projects from Beginners to Advanced Level students.,Prashant Shinde
c01654,React Redux Ecommerce - Master MERN Stack Web Development,Build one of The Biggest Real World MERN Stack E-commerce Project using React Redux Node MongoDB and Ant Design,Ryan Dhungel
c01655,"Full Stack Web Development with C# OOP, MS SQL & ASP.NET MVC","Web development with C#, ASP.NET MVC, MS SQL, C# OOP. All gathered for full stack web development in one course!",Oak Academy
c01656,Learn Azure step by step.,This course teaches Azure step by step from the perspective of C# developers.,Shivprasad Koirala
c01657,3D Programming with JavaScript and the Three.js 3D Library,"Create 3D computer graphics, using webgl in a cross-browser environment. Learn about 3D Graphical space, and 3D Depth.",Tim Buchalka's Learn Programming Academy
c01658,Make a Match-Three Puzzle Game in Unity,Make a match-three game from scratch!,Wilmer Lin
c01659,The Complete 2020 Web Developer Master Course,Everything you need to know to become a Web Developer in 2020!,Jesse Caine
c01660,"The Data Visualization Course: Excel, Tableau, Python, R","Data visualization in Excel, Tableau, Python, and R. Create stunning charts and learn the most in-demand skills in 2020",365 Careers
c01661,The Complete MongoDB Course,"Learn about NoSQL Document Databases and master Mongo Query Language, Aggregation Pipelines and more!",Malvik Vaghadia
c01662,"Automation Testing Masterclass - Selenium, Cucumber and More","Become an automation expert by learning Java, Selenium, Cucumber, Junit, Docker and other technologies!",Laurentiu Raducu
c01663,Learning Oracle Application Express ( Oracle Apex ) Training,A comprehensive course on Oracle Application Express ( Oracle Apex ) from Infinite Skills,Infinite Skills
c01664,Learn jQuery - For Beginners,"Learn to create animated, interactive web pages using jQuery Library",YouAccel Training
c01665,Mobile Automation with Appium 2.0 and WebdriverIO - 2023,The only course you need to learn Mobile Automation with JavaScript using WebdriverIO & Appium,Dilpreet Johal
c01666,Microsoft Excel VBA Fundamentals - Learn Basic Coding Skills,The Beginner's Guide to Excel VBA (One),Sihle Mhlanga
c01667,#2 Scrum Product Owner -A Practical Guide For Product Owners,"Product Owner Masterclass : Essential Skills for Product Owner, Scrum FW from Product Owner Viewpoint + Short PO Quiz","Malay Biswal PMP, SAFe PO/PM, Technology Enthusiast"
c01668,Machine Learning Classification Bootcamp in Python,Build 10 Practical Projects and Advance Your Skills in Machine Learning Using Python and Scikit Learn,"Dr. Ryan Ahmed, Ph.D., MBA"
c01669,HMI Programming & Design - FactoryTalk View ME SCADA PLC,HMI Programming SCADA PLC Systems Design | Develop HMI PLC Applications in Factory Talk View ME,Vladimir Romanov
c01670,Artificial Neural Networks (ANN) with Keras in Python and R,Understand Deep Learning and build Neural Networks using TensorFlow 2.0 and Keras in Python and R,Start-Tech Academy
c01671,Unreal Engine 5: One Course Solution For Material,"Learn how material works in Unreal Engine 5 through a node by node, step by step approach",Vince Petrelli
c01672,"Basics of Python & arcpy , the Python library of ESRI ArcGIS",Understand the syntax of Python and essentials of arcpy for geoprocessing,Ahmad Aburizaiza
c01673,Scaling Docker on AWS,"Learn how to build and deploy a fault tolerant, scalable and load balanced Ruby on Rails application on AWS.",Nick Janetakis
c01674,Progressive Web Apps: The Concise PWA Masterclass,"Everything you need to build Progressive Web Apps from Scratch, or upgrade your existing Web Apps to PWAs.",Ray Viljoen
c01675,Azure Serverless - Hands on Learning!,"Build secure serverless applications with Azure Function, Cosmos DB, API Management, Azure ADB2C and Azure Blob Storage",Cloud Shikshak
c01676,Master Artificial Intelligence 2022 : Build 6 AI Projects,Learn Artificial Intelligence with Python. Create Advanced Artificial Intelligence (AI) Applications with Python,Dataisgood Academy
c01677,Advanced Web Developer Course - Beginner to Advanced (2023),"Complete Advanced Web Developer Course, Beginner to Advanced Level. 6 in 1 Course Bundle with Practical's with Projects",Fatah Gabrial
c01678,Advanced Java Programming,Take Your Java Programming Skills To The Next Level. Become Proficient In Java Programming,Infinite Skills
c01679,Tweetme | Build a Twitter-like app step by step with Django,"Learn Django 1.10, jQuery, and Bootstrap step by step by building a real project that works like Twitter!",Justin Mitchel
c01680,Fullstack Laravel 10 + Vue.js 3 (2023) - Build APIs and SPAs,"The ultimate guide to build APIs and Single Page Applications (SPAs) with Laravel 10 & Vue.js 3, build 3 projects",Eding Muhamad Saprudin
c01681,SAP Smart Forms for beginners,Learn SmartForms step by step (Hands-on approach) | 17 practice examples | All nodes in SmartForms are discussed,Smart Logic Academy
c01682,SQL Tutorial for Beginners - Learn SQL using 30 scenarios,"A comprehensive course to teach you SQL on Mac and Windows using Azure Data Studio, Microsoft SQL Server and T-SQL",Valuetech Academy
c01683,"Build Your Startup with No Coding (Design, Develop & Ship)","Learn to design, structure, and deploy a SaaS startup with Bubble.",Team Copilot
c01684,"iOS 12 & Swift 5 - App Design, UI/UX plus Development","The three-in-one course that teaches app design, UI/UX and iOS development. Includes Sketch and Figma.",Gwinyai Nyatsoka
c01685,Apache Spark and Databricks - Stream Processing in Lakehouse,Master Stream processing using Apache Spark (PySpark) and Databricks Cloud (Azure) with an End-to-End Capstone Project,Prashant Kumar Pandey
c01686,Lumen Microservices: Create Services and APIs with Lumen,"With Lumen by Laravel, build a complete set of PHP microservices and APIs and its security layers using Lumen and OAuth2",JuanD MeGon
c01687,Data Science : Master Machine Learning Without Coding,Learn Fundamentals Of Data Science & Machine Learning With Rapidminer (No Coding). Dataset & Solutions Included.,Ram Prasad
c01688,Android Multithreading Masterclass,"Complete guide to multithreading in Android. From fundamentals to Thread Pools, RxJava and Kotlin Coroutines.",Vasiliy Zukanov
c01689,Modern Artificial Intelligence Masterclass: Build 6 Projects,"Harness the power of AI to solve practical, real-world problems in Finance, Tech, Art and Healthcare","Dr. Ryan Ahmed, Ph.D., MBA"
c01690,Advanced SQL Bootcamp,Take your SQL skills to the next level with our Advanced SQL Bootcamp,Jose Portilla
c01691,Master ASP.NET Core 3.1 Razor Pages,Learn the latest buzz around Razor Pages in ASP.NET Core from beginner to advance concepts. Master ASP.NET Core Razor,Bhrugen Patel
c01692,Complete Guide to Unit Testing in .NET Core (NUnit & XUnit),"Master unit testing with NUnit, XUnit and MOQ with a real world N-Tier web application (.NET Core 6 and EF Core)",Bhrugen Patel
c01693,React Native and Redux Course using hooks,Take your react.js skills to next level by building Native Android and IOS Apps using React Native,Mukesh Phulwani
c01694,Modern GraphQL with Node - Complete Developers Guide,Learn and master GraphQL with Node and React by building real production ready applications,Laith Harb
c01695,Machine Learning for Absolute Beginners - Level 2,Learn the Python Fundamentals and Pandas Library for Data Science Projects,Idan Gabrieli
c01696,60-Minute Kotlin Quick Start for Java Developers,Go from Experienced Java Developer to Kotlin in One Hour,Shay Tavor
c01697,Test Reporting - Know-How & Templates for Test Managers,"Increase transparency with status reports, identify critical issues and execute counter measures during software testing",Nicolas Scheel
c01698,The Ultimate Unreal Engine 2D Game Development Course,Learn all you need to know about Paper 2D and PaperZD to make 2D and 2D/3D hybrid games in Unreal Engine 5!,Cobra Code
c01699,1 hour jQuery,Have you ever wanted to learn to code. This course will show you the basics of coding in 1 hour!,John Bura
c01700,C# Basics for Beginners - Learn C# Fundamentals by Coding,This C# basics course will create an unshakeable solid programming skills and mindset foundation. Learn C# with examples,Tod Vachev
c01701,"Python, JS, & React | Build a Blockchain & Cryptocurrency","Updated for 2022-23: Build a blockchain and cryptocurrency like Bitcoin with Python, JS, React, and more!",David Joseph Katz
c01702,Build An API With The Django Rest Framework Using Python,Use Python and Django To Create Your Own API In No Time With The Django Rest Framework!,John Elder
c01703,"Metaverse Fundamentals: Blockchain, Cryptocurrency and NFTs","Learn Key Elements of the Metaverse, Virtual and Augmented Reality, and Even Create Your Own Avatar in the Metaverse",George Levy
c01704,Complete Manual Software Testing 2023 + Agile+ Scrum + Jira,"Complete Manual Software Testing With Bug Reporting Tool ALM/QC + BUGZILLA. Agile , Scrum ,Best For Beginners,",kiran kumar kuchana
c01705,Complete Time Series Analysis With Python,"Python Time Series: How To Use Data Science, Statistics & Machine Learning For Modelling Time Series Data in Python",Minerva Singh
c01706,Mastering ARKit for iOS,Build 25+ Augmented Reality Apps - Updated for ARKit 2.0,Mohammad Azam
c01707,The Windows Presentation Foundation WPF Guide for beginners,Become an Advanced WPF Developer Who Can Handle XAML and Code Behind in His/Her Sleep And Build Beautiful GUIs,Denis Panjuta
c01708,gRPC [C#] Master Class: Build Modern API & Microservices,"Better than REST API! Build a fast scalable HTTP/2 API for a .NET microservice with gRPC, Protocol Buffers (protobuf)",Clément Jean
c01709,ASP.NET Core - Cross-Platform Development,Learn how to develop an ASP.NET Core application for any operating system using cross-platform tools and the dotnet CLI.,Trevoir Williams
c01710,Learn Advanced Python Programming,Make yourself a Pro by learning Advance Level Python Concepts and make Professional Python based Applications,Khan School
c01711,JavaScript 2019: JavaScript ES6 Certification Course,Earn the JavaScript Specialist Certification while Learning JavaScript ES6,Framework Tech
c01712,Build Your First iPhone App - iOS 14 Apps Using Swift 5,Create Apps and Submit Them to the App Store Using UIKit and Xcode 12 - Perfect Course for Complete Beginners,Nick Walter
c01713,UiPath Test Automation,A test automation tool BETTER THAN SELENIUM!,Bryan Lamb
c01714,Dapper - Getting Started,Gain practical knowledge of Dapper as we integrate with ASP.NET Core (.NET 5) application and learn advance concepts.,DotNet Mastery
c01715,Rust Programming For Beginners,Learn the fundamentals of how to code and develop software applications using the Rust programming language.,Jayson Lennon
c01716,Programming Design Patterns For Unity: Write Better Code,"How to apply programming best practices to your Unity projects, improve your game development skills and solve problems",GameDev.tv Team
c01717,Deploy Infra in the Cloud using Terraform,"Learn how to apply Infrastructure as Code (IaC) with Terraform. Covers Web Apps, Database, VM, Kubernetes and Azure.",Houssem Dellai
c01718,.NET Microservices: CQRS & Event Sourcing with Kafka,Learn how to create microservices in C# that are based on CQRS and Event Sourcing. Powered by .NET and Apache Kafka.,Sean Campbell
c01719,Experience Design Patterns In Java,Learn to write better software by understanding common problems and applying design patterns for a better solution.,Stijn De Mulder
c01720,Learn Android Programming From Scratch - Basics,A Fun Course For Learning Android Programming.,Eduonix Learning Solutions
c01721,Practical MongoDB + PHP: For Absolute Beginners,Master yourself in NoSQL Database MongoDB with Hands-on Practical Examples. PHP & MongoDB practical projects.,Creative Online School
c01722,The Complete MacOS Developer Course - Apps for the Desktop!,"Using your iPhone development background, create Mac apps with Cocoa using the latest Swift 3 and Xcode 8 OS X",Nick Walter
c01723,Mastering critical SKILLS in Data Structures using C++,Understand DS inner details & design decisions effects + Solve ~130 problems to enhance your problem-solving skills,Dr. Moustafa Saad Ibrahim
c01724,iOS 12: Learn to Code & Build Real iOS 12 Apps in Swift 4.2,Master iOS 12 development with Swift 4.2 building full-stack apps in this brand new course. Incl. Core ML 2 & ARKit 2!,Caleb Stultz
c01725,"React practice course, learn by practicing","Including three full practice project, a landing page, a Firebase project and a fullstack with Mongo DB and Node.",Coding Revolution
c01726,Clean Architecture for Beginners: A Practical Guide,Architecting Software Systems with Clean Architecture Principles with Code Examples,Frank Liu
c01727,Ionic React: Cross-Platform Mobile Development with Ionic,"Create mobile web and native Android/iOS apps from a single codebase with React, Ionic Framework, Capacitor, Firebase.",Mirko Nasato
c01728,Python for Deep Learning: Build Neural Networks in Python,"Complete Deep Learning Course to Master Data science, Tensorflow, Artificial Intelligence, and Neural Networks",Meta Brains
c01729,Master the Art of Writing Clean Code in C#,Learn how to write clean and maintainable code in C# as bequeathed by Uncle Bob. Learn how to perform refactoring in C#.,Engineer Spock
c01730,Web Scraping in Python With BeautifulSoup and Selenium,The most up to date and project based Web Scraping course in Python using BeautifulSoup and Selenium!,Christopher Zita
c01731,Spring Security Core: Beginner to Guru,Learn how to use Spring Security to Secure Your Spring Framework Applications,"John Thompson • 500,000+ Enrollments Worldwide"
c01732,Bootstrap - Create 4 Real World Projects,Bootstrap - Bootstrap with lots of CSS and JavaScript. CSS Flexbox included.,Code And Create
c01733,Modern Android Architectures - MVVM MVP MVC - in Java,"Android Architecture Masterclass teaching you MVC, MVP and MVVM using Google Android Architecture Components in Java",Catalin Stefan
c01734,Deep Learning with PyTorch for Medical Image Analysis,Learn how to use Pytorch-Lightning to solve real world medical imaging tasks!,Jose Portilla
c01735,JavaScript Masterclass 2021: Modern & Comprehensive,"Zero to Hero: ES6 / ES2015 + ES2016 + ES2017,  Object Oriented, Functional, Asynchronous JS + Interview Prep",Hemil Patel
